file_path,file_size,file_type,parent_sequence,recording_type,estimated_sensor_type,row_count,column_count
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb8.csv,138162,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),668,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb9.csv,93354,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),452,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw1.csv,4001856,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),20475,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw10.csv,141457,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),652,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw11.csv,1032515,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),4909,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw12.csv,188273,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),918,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw13.csv,59207,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),284,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw14a.csv,651054,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),3138,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw14b.csv,4120915,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),19588,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw14c.csv,3363425,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),15826,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw15.csv,263885,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),1391,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw16a.csv,1241037,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),5879,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw16b.csv,239979,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),1126,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw17.csv,71065,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),329,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw2.csv,11341576,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),52712,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw3.csv,839545,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),3861,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw4.csv,27124526,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),126527,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw5.csv,216316,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),1012,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw6.csv,278191,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),1281,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw7.csv,346895,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),1602,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw8.csv,332609,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),1529,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw9.csv,121383,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),553,29
data/raw/IO-VNBD/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Y1.csv,14986075,.csv,V-Dataset,Vehicle,Vehicle CAN/ECU (Dynamics + GPS),70285,29
